game_number,winner,moves
10,Draw,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Be7 O-O Bf5 Re1 O-O c4 c6 Qc2 Na6 a3 Bg6 cxd5 cxd5 Ne5 Bf6 Nxg6 hxg6 Be3 Nd6 Nc3 Nc7 Qa4 Re8 Qb3 Nf5 Bxf5 gxf5 Qxb7 Rb8 Qxa7 Ne6 g3 Rxb2 Qa4 Rb8 Rab1 Ra8 Qb4 Re7 Ne2 Rea7 Rb3 Ra4 Qb7 Rxa3 Rxa3 Rxa3 h4 Qa8 Qb2 g6 h5 gxh5 Qc1 h4 gxh4 Bxh4 Kh1 Qa6 Rg1+ Ng7 Bh6 Rh3+ Kg2 Qd3 Kf1 Bf6 Bxg7 Bxg7 Qg5 Qb1+ Nc1 Qb5+ Ne2 Qb1+ Nc1 Qb5+ Ne2 Qb1+ Kg2 Qd3 Kf1 Qb1+ Kg2 Qd3 Kf1 Qb1+
12,Draw,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 c3 Bc5 Bc2 Bg4 Nbd2 Nxe5 Nxe4 Bxf3 gxf3 dxe4 Bxe4 Qxd1 Rxd1 Rd8 Rxd8+ Kxd8 a4 Ke7 Kg2 Rb8 b4 Bd6 f4 Nc4 axb5 axb5 Ra6 c5 bxc5 Bxc5 Bxh7 Rd8 Bc2 Rd6 Rxd6 Kxd6 Kf3 Bb6 Ke2 Ba5 Kd3 f5 Bb3 Kd5 h4 g6 Bd1 Bb6 Be3 Nb2+ Kc2 Nc4 Bf3+ Kd6 Kd3 Nxe3 fxe3 Ba5 h5 gxh5 Bxh5 Ke6 Bg6 Kf6 Be8 b4 cxb4 Bxb4 Ke2 Ke6 Ba4 Ba5 Bd1 Bb4 Bc2 Bc5 Kf3 Kf6 Bb1 Ba3 Bxf5 Kxf5 e4+ Kf6 Kg4 Bc1 Kf3 Ke6 Kg4 Bd2 Kf3 Kf6 Kg4 Ke6 Kg5 Bc1 Kg4 Kf6 Kf3 Ke6 Kg4 Ba3 Kg3 Bc1 Kf3 Kf6 f5 Bh6 Kg3 Ke5 Kf3 Bd2 Ke2 Bg5 Kd3 Be7 Ke3 Bh4 Kf3 Bf6 Ke3 Bh8 Kf3 Kd4 Kf4 Be5+ Kf3 Bf6 Kf4 Be5+ Kg5 Kxe4 Kg6 Ke3 Kh5 Kf3 Kg6 Ke4 f6 Bxf6
15,Draw,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 c3 d6 O-O a6 Re1 Ba7 Nbd2 O-O Bb3 Be6 Nf1 h6 Ng3 Re8 h3 d5 exd5 Bxd5 Bc2 Qd6 Nh4 Ne7 Be3 Bxe3 Rxe3 Ng6 Nxg6 fxg6 c4 Bf7 Qe1 Qd4 Rb1 Rad8 a3 c6 Qa5 Kh8 Qb4 b5 Qe1 Nh5 Nxh5 gxh5 Re4 Qd6 b4 c5 Re3 h4 cxb5 axb5 Bd1 Bg6 Rc1 cxb4 axb4 Bxd3 Bh5 Bg6 Be2 Rf8 Bxb5 Rf4 Rc4 Rdf8 Rxe5 Rxf2 Rxh4 R2f4 Rxf4 Rxf4 Rc5 Qd4+ Kh2 Qxb4 Qe5 Kh7 Rc8 Rf5 Bc4 Rxe5 Bg8+ Kh8 Bf7+ Kh7 Bg8+ Kh8 Bf7+ Kh7 Bg8+ Kh8 Bf7+ Kh7 Bg8+ Kh8 Bf7+ Kh7 Bg8+
13,White,e4 c5 Nf3 Nc6 Bb5 g6 O-O Bg7 c3 Nf6 Re1 O-O d4 d5 e5 Ne4 Be3 Qb6 Bxc6 bxc6 Qc1 cxd4 cxd4 a5 Nc3 Nxc3 Qxc3 Bf5 b3 Rfc8 h3 Qb4 Qb2 a4 Bd2 Qb5 Rec1 axb3 axb3 Bf8 Qc3 h6 Rxa8 Rxa8 Qxc6 Qxc6 Rxc6 Rb8 b4 g5 Ra6 e6 Ra2 Kg7 Rb2 Bd3 h4 gxh4 Nxh4 Be7 g3 Bb5 Ng2 Rc8 Ra2 Bg5 Be3 Bd3 g4 Rc3 Rb2 Bb5 Ra2 Bd3 f4 Be7 Ra7 Bxb4 f5 Ra3 Rb7 exf5 Rxb4 Be4 Rb2 Bxg2 Rxg2 Rxe3 gxf5+ Kf8 f6 Re1+ Kh2 Re3 Rb2 Kg8 Rb7 h5 Rd7 h4 Rc7 h3 Rb7 Rf3 Rd7 Re3 Rc7 Rf3 Rb7 Re3 Rb1 Rf3 Rg1+ Kh8 Rg3 Rf4 Kxh3 Re4 Rg4 Re3+ Kg2 Rb3 Kf2 Rc3 Rg1 Ra3 Rh1+ Kg8 Rg1+ Kh8 Rh1+ Kg8 Rb1 Kh7 Rb5 Ra2+ Ke3 Ra3+ Kf4 Rh3 Rxd5 Kg6 Rd7 Rh4+ Ke3 Rh1 Ra7 Re1+ Kd2 Re4 Kd3 Re1 Kc4 Rc1+ Kd5 Rd1 Kc5 Rb1 d5 Rb8 d6 Rb3 d7 Rd3 Kc6 Kf5 Ra8 Kxe5 d8=Q Rxd8 Rxd8 Ke6 Rd6+ Kf5 Kd7 Kg5 Ke7 Kf5 Kxf7 Ke5 Ke7 Ke4 f7 Ke3 f8=Q Ke4 Qf7 Ke3 Kf6 Kf3 Kg5+ Ke2 Qb3 Ke1 Qc2 Kf1 Rd1#
14,White,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 c3 Bc5 Nbd2 O-O Bc2 Bf5 Nb3 Bg6 Nfd4 Bxd4 Nxd4 Qd7 f4 Nxd4 cxd4 f6 Be3 Rad8 Qe2 c6 Qe1 a5 Qxa5 Ng3 Rf2 Ne4 Bxe4 Bxe4 Qb6 Rb8 Qc5 b4 a4 bxa3 Rxa3 Rb5 Qc3 h6 h3 Kh7 b4 Qe7 Ra4 Rfb8 Bd2 fxe5 fxe5 Qe8 Ra6 R5b6 Ra2 R6b7 Qg3 Rc7 Qf4 Ra8 Ra5 Rb7 Kh2 Re7 Be3 Rb8 Bd2 Ra8 Be1 Rd8 Bd2 Ra8 Be1 Rb8 Ra3 Ra8 Ra5 Rb8 Ra3 Ra8 Ra5 Rd8 Rfa2 Rf7 Qg4 Bf5 Qg3 Be4 Qg4 Bf5 Qg3 Be4 Qg4 Rb8 Ra7 Rbb7 R7a6 Rf1 Ra8 Qf7 Rd8 Qf5 Bh4 Rf4 Qxf5+ Bxf5 g4 Bd7 Bf2 Kg6 Re2 Re4 Rxe4 dxe4 b5 cxb5 d5 b4 e6 Bb5 Kg3 b3 Bd4 e3 d6 e2 Kf2 Rb6 e7 h5 gxh5+ Kf7 Rf8+ Ke6 e8=Q+ Bxe8 Rxe8+ Kd7 Rxe2 Rb5 Re5 Rb4 Bb2 Rc4 Kf3 Rc2 Re2 Rc4 Bxg7 Rh4 h6 Rxh3+ Kg2 Rh5 Rb2 Rg5+ Kf3 Rf5+ Kg4 Rf7 Rxb3 Ke6 Rb6 Kd5 Kg5 Kc5 Ra6 Kb5 Ra8 Rb7 Kf6 Kc5 h7 Rb6 Rd8 Rb1 Ke6 Re1+ Be5 Rxe5+ Kxe5 Kc4 Ke6 Kd3 Rc8 Ke3 h8=Q Kf3 Qh3+ Ke2 Rc2+ Kd1 Qd3+ Ke1 Qe2#
16,Draw,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6 e5 Qe7 Qe2 Nd5 g3 a5 Bg2 Nb6 b3 a4 Bb2 Ba6 Qe4 Qb4+ Nd2 Qa5 c4 Bb4 Rd1 O-O Qc2 d5 O-O Rfe8 Ba1 h6 Nf3 dxc4 bxc4 Bxc4 Nd4 Bxf1 Rxf1 Qc5 Bxc6 Rad8 Qxc5 Bxc5 Bxe8 Rxe8 Nc6 Re6 Nd8 Re8 Rd1 Nc4 Nxf7 Kxf7 Rc1 Bxf2+ Kxf2 Nxe5 Rxc7+ Kg6 Kg2 h5 Bd4 Nf7 Kf2 Re4 Bc3 h4 Rc6+ Kh5 Bxg7 hxg3+ hxg3 Ng5 Rh6+ Kg4 Rh4+ Kf5 Bh6 Ne6 Be3 Rxh4 gxh4 Kg4 Ke2 Kxh4 Kd3 Kg4 Kc4 Kf5 Bf4 Nxf4 Kb4 Nd5+ Kxa4 Nc3+ Kb4 Nxa2+
18,Draw,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Be7 O-O Bf5 Re1 O-O c4 Nc6 cxd5 Qxd5 Nc3 Nxc3 bxc3 Rae8 Rb1 Bxd3 Qxd3 b6 Bf4 Qd7 d5 Na5 h4 h6 Ne5 Qd8 g3 Bd6 Kg2 Re7 Re3 Rfe8 Rbe1 Qc8 h5 Nb7 c4 Bxe5 Rxe5 Rxe5 Rxe5 Nd6 Rxe8+ Qxe8 Qc2 a5 Bxd6 cxd6 Qb1 Qd8 Qb5 Kh7 Qc6 Kg8 Qb7 Kf8 Kg1 Kg8 Qa7 Kf8 Qb7 Kg8 Kf1 Kf8 a3 Kg8 Kg1 Kf8 Kh2 Kg8 Kh3 Kf8 Kh2 Kg8 Kg1 Kf8 Kf1 Kg8 Kg1 Kf8 Kf1 Kg8 Kg1 Kf8 Qa7 Kg8 Qb7
17,Draw,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Bd6 O-O O-O c4 c6 Re1 Bf5 Qb3 Na6 cxd5 cxd5 Nc3 Be6 Qd1 Nb4 Bxe4 dxe4 Ng5 Nd3 Rxe4 Bc4 d5 Ba6 Rd4 Nxc1 Qxc1 Be5 Rd1 Rc8 Nf3 Bxc3 bxc3 Be2 Rd4 Bxf3 gxf3 Qd6 a4 a6 Qe3 b5 Rad1 Rfe8 Qd3 Red8 Re4 Kf8 Kg2 Rc5 Qe3 h6 Rg4 Kg8 h4 h5 Rgd4 Rdc8 axb5 Rxc3 Qg5 axb5 Qxh5 Rd8 Qg5 Qg6 f4 Rc5 h5 Qd6 R4d3 Kh8 Qe5 Kh7 Kg3 Kg8 Kf3 b4 Qg5 Rc3 Re3 Kh7 Qf5+ Kg8 Qg5 Kh7 Qf5+ Kg8 Qg5 Kh7 Qf5+ Kg8 Qg5 Kh7 Qf5+ Kg8 Qg5
19,Draw,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 Nbd2 Nc5 c3 Nxb3 Nxb3 Be7 h3 O-O Be3 a5 Nc5 Bf5 a4 b4 Rc1 bxc3 Rxc3 d4 Bxd4 Qd5 Be3 Rfd8 Qxd5 Rxd5 g4 Bxc5 gxf5 Bxe3 Rxc6 Bf4 Re1 Re8 Rxc7 Kf8 Rb7 Bxe5 Nxe5 Rexe5 Rxe5 Rxe5 f6 gxf6 Kg2 Rc5 b3 f5 h4 Rc3 f3 f4 Rb5 Ke7 b4 axb4 Rxb4 Ke6 Rxf4 h5 Kg3 Ra3 Rb4 Kf5 Rb5+ Kg6 a5 f6 Rd5 Ra4 f4 Ra3+ Kf2 Kh6 Rf5 Kg6 Rd5 Kh6 Rb5 Rh3 Kg2 Rc3 Rb6 Kg6 Rb4 Ra3 Rb5 Kh6 Rf5 Kg6 Rb5 Kh6 Kf2 Rh3 Rb6 Rxh4 Kg3 Rg4+ Kf3 Rg1 Rxf6+ Kg7 Rf5 Kh6 Rf8 Kg7 Kf2 Ra1 Ra8 h4 a6 Ra4 Kf3 h3 Kg3 h2 Kxh2 Rxf4 Ra7+ Kg6 Ra8 Kg7 Kg3 Rf6 Kg4 Rc6 Kf5 Rb6 Ke5 Rc6 Kd5 Rh6 Kc5 Rf6 Kb5 Rf5+ Kc4 Rf6 Kb5 Rf5+ Kc6 Rf6+ Kc5 Rf5+ Kb4 Rf4+ Kb5 Rf5+ Kb6 Rf6+ Ka7 Rf7+ Kb6 Rf6+ Kb5 Rf5+ Kb6 Rf6+ Ka5 Rf5+ Ka4 Rf4+ Kb5 Rf5+
20,White,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 c3 Bc5 Nbd2 O-O Bc2 Nxf2 Rxf2 Bxf2+ Kxf2 f6 Nf1 fxe5 Kg1 Qd7 Bg5 Kh8 Qd2 e4 Nd4 Ne5 Ne3 Bg8 b4 a5 Bh4 axb4 cxb4 Ra3 Bb3 c6 Qc3 Nc4 h3 Qe8 Nef5 Qd7 Rf1 h6 Be7 Rf7 Bc5 Ra8 Bd1 Bh7 Bg4 Bg6 Rf4 Qe8 Nxg7 Qe5 Rxf7 Bxf7 Ngf5 Rxa2 Qc1 Nd2 Nb3 Kh7 Nxd2 h5 Bd4 Qe6 Nf1 c5 Qxc5 Qe8 Nd6 Qe7 Bf5+ Kg8 Qc8+ Be8 Qxe8+ Qxe8 Nxe8 Ra3 Be6+ Kf8 Nc7 Rd3 Bc5+ Kg7 Bxd5 Rd1 Bxe4 Kf6 Nxb5 Re1 Bd3 h4 Bd4+ Kg5 Nc3 Kh6 Be2 Ra1 b5 Ra8 b6 Rb8 Bf3 Kg5 b7 Rf8 Kh2 Kf5 Be4+ Kg5 Nd2 Kh6 Be5 Rd8 b8=Q Rxb8 Bxb8 Kg7 Kg1 Kf7 Bf4 Kf6 Be3 Ke5 Nd5 Kd6 Kf2 Kd7 Kf3 Kd6 Kg4 Kc6 Kf5 Kb5 Ne7 Ka5 Bd3 Kb4 Ne4 Ka3 Nc5 Kb2 Nd5 Ka2 Bf2 Kb2 Bxh4 Ka2 Bf6 Ka3 h4 Ka2 h5 Ka3 h6 Ka2 h7 Ka3 h8=Q Ka2 Qa8#
22,Draw,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 Re1 Nd6 Nxe5 Be7 Bf1 Nxe5 Rxe5 O-O d4 Bf6 Re1 Nf5 d5 d6 Nd2 h6 Ne4 Be5 h3 Re8 a4 Bd7 c3 a5 Bc4 Qh4 Qg4 Qd8 Qd1 Qh4 Qg4 Qe7 Qf3 Nh4 Qh5 Ng6 g3 Nf8 Bd2 Qd8 f4 g6 Qxh6 Bg7 Qg5 Rxe4 Rxe4 Bf6 Qh6 Bg7 Qh4 Bf6 Qh6 Bg7 Qh4 Bf6 Qh6 Bg7 Qh4 Bf6 Qh6 Bg7 Qh4 Bf6 Qh6
21,White,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 c3 Bc5 Nbd2 O-O Bc2 Bf5 Nb3 Bb6 Nfd4 Nxd4 cxd4 a5 f3 a4 Nc5 Nxc5 Bxf5 Ne6 Be3 Rc8 Qd3 c5 Bxh7+ Kh8 Bf5 cxd4 Bd2 Nc5 Qb1 Rc7 b4 axb3 axb3 g6 Bd3 Kg7 b4 Nxd3 Qxd3 Rc3 Qxb5 Rc2 Rad1 Qc7 Qxd5 Rd8 Qe4 Qc4 Qb7 Bc7 f4 d3 Qf3 Bb6+ Kh1 Qc8 b5 Qf5 h3 Rd7 Rfe1 Qe6 Rf1 Qf5 Bb4 d2 Bd6 Ra7 Bb4 Rd7 Bd6 Ba5 Qa8 Bc7 Qa1 Kh7 Qd4 Bxd6 exd6 Qxb5 f5 g5 Qg4 Rxd6 Qh5+ Kg8 Qxg5+ Kf8 Qf4 Qd5 f6 Rc4 Qg3 Rd4 Rf2 Rd3 Qg7+ Ke8 Re2+ Kd8 Qg4 Kc7 Re8 Rd7 Qf4+ Rd6 Re7+ Kc8 Qg4+ Rd7 Re8+ Kc7 Qf4+ Rd6 Kh2 Qd4 Re7+ Kd8 Qh6 Rd7 Qf8+ Kc7 Qxf7 Qf4+ Kg1 Qa4 Qh5 Qd4+ Kh1 Qxf6 Re8 Qc3 Qf5 Rd8 Re7+ R8d7 Re8 Rd8 Re7+ R8d7 Re4 R3d4 Re8 R4d5 Qf4+ R5d6 Ra8 Qc2 Raa1 Kb7 Qb4+ Kc7 Ra7+ Kc6 Ra6+ Kc7 Qa5+ Kb7 Qb5+ Kc8 Ra8+ Kc7 Qb8+ Kc6 Qc8+ Rc7 Ra6+ Kd5 Qg8+ Kc5 Qg5+ Rd5 Ra5+ Kb6 Rxd5 Qxd1+ Kh2 Qb3 Rxd2 Qa3 Qf6+ Ka7 Rb2 Qc5 Rb1 Qa5 Ra1 Qxa1 Qxa1+ Kb7 Qb1+ Kc8 Qf5+ Kb7 Qb5+ Kc8 h4 Ra7 Qf5+ Kb7 Qh7+ Ka6 Qxa7+ Kxa7 Kh3 Kb6 Kg4 Kc6 h5 Kd7 h6 Ke6 h7 Ke5 h8=Q+ Kd5 Kf5 Kc5 g4 Kb5 Qc3 Ka6 g5 Kb6 g6 Kb7 g7 Ka6 g8=Q Kb7 Qgc8+ Kb6 Q3c5#
24,Draw,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Bf5 O-O Be7 Re1 O-O c4 Nc6 Nc3 Nxc3 bxc3 Bxd3 Qxd3 dxc4 Qxc4 Qd7 d5 Na5 Qd3 Rae8 Bf4 b6 Re3 Bf6 Be5 Bxe5 Nxe5 Qd8 Rae1 Re7 c4 Rfe8 c5 f6 Nf3 Rxe3 Rxe3 Rxe3 Qxe3 Kf8 Qd2 Qe7 Nd4 Qe4 Ne6+ Kf7 h3 Nc4 Qd1 bxc5 Nxc7 Qe5 Nb5 a6 d6 Nb2 Qd2 Nc4 Qd1 Nb2 Qd2 Nc4 Qd1 Nb2 Qf3 Qe1+ Kh2 Qe5+ Kg1 Qe1+ Kh2 Qe5+ Kg1 Qe1+ Kh2 Qe5+ Kh1 Qe1+ Kh2 Qe5+ Kg1 Qe1+ Kh2
23,Draw,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Be7 O-O Nf6 Re1 b5 Bb3 O-O c3 Na5 Bc2 d5 d4 dxe4 Nxe5 c5 Be3 Bb7 Nd2 Rc8 h3 Re8 Ng4 Nd5 Bxe4 Nxe3 Nxe3 cxd4 Nf5 Bf6 Bxb7 Nxb7 Rxe8+ Qxe8 cxd4 g6 Qg4 h5 Qf3 gxf5 Qxb7 Qc6 Qxc6 Rxc6 Nf3 Rc2 b3 Kg7 a3 a5 a4 bxa4 Rxa4 Rc1+ Kh2 Bd8 d5 Bb6 Nd4 Kf6 f4 Rd1 Nf3 Rb1 Ra3 Rb2 Ne5 Be3 Nc4 Bxf4+ Kg1 Rb1+ Kf2 Bc1 Rxa5 Rxb3 Ra6+ Ke7 Ra7+ Kf6 Ra6+ Ke7 Ra7+ Kf6 Ra6+ Ke7 Ra7+ Kf6 Ra6+ Ke7 Ke2 Bg5 h4 Bxh4 Rh6 Rb4 Ne3 Re4 Rxh5 f4 Rxh4 Rxe3+ Kf2 Rd3 Rxf4 Rxd5 g4 Ke6 Kg3 Ra5 Kh4 f5 g5 Ra1 Rb4 Rh1+ Kg3 Rg1+ Kh4 Ke5 Ra4 f4 Ra5+ Ke4 Ra4+ Kf5 Ra5+ Ke4 Ra4+ Kf5 Ra5+ Kg6 Ra6+ Kf5 Ra5+ Kg6 Ra6+ Kf5 Ra5+ Ke4 Ra4+ Kf3 Ra3+ Ke4 Ra4+ Kf5 Ra5+
26,Draw,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6 e5 Qe7 Qe2 Nd5 g3 g6 c4 Ba6 b3 Bg7 Bb2 O-O Bh3 f6 Qd2 fxe5 O-O e4 Nc3 Nxc3 Bxc3 Bxc3 Qxc3 d5 Rae1 Qd6 Re2 c5 Rd1 d4 Qe1 Bb7 Bg2 Rae8 Bxe4 Bxe4 Rxe4 Qc6 Re5 h5 h4 Rxe5 Qxe5 Re8 Qf4 Qb6 Qg5 Kg7 Qd2 Re5 Kf1 Qc6 Kg1 Qe4 b4 cxb4 Qxb4 c5 Qa5 Qe2 Rf1 d3 Qxa7+ Kh6 Qb8 Kg7 Qc7+ Kh6 Qd8 Re8 Qg5+ Kh7 Qxc5 d2 Qd5 Kg7 Qd4+ Kg8 Qd5+ Kh8 Qd4+ Kh7 Rb1 Re7 Kg2 Rf7 Ra1 Qf3+ Kg1 Qe2 Rf1 Re7 Qd5 Kg7 Qd4+ Kh7 Qd5 Qxf1+ Kxf1 Re1+ Kg2 d1=Q Qf7+ Kh8 Qf8+ Kh7 Qf7+ Kh6 Qf8+ Kh7 Qf7+ Kh6 Qf8+ Kh7 Qf7+ Kh6 Qf8+ Kh7 Qf7+
27,Draw,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 Be7 Bd3 d5 O-O Bf5 Re1 Nc6 Nbd2 Nxd2 Qxd2 Bxd3 Qxd3 O-O c3 h6 Bf4 Bd6 Bxd6 Qxd6 Re2 Rfe8 Rae1 Rxe2 Qxe2 Qd7 h4 a6 g3 Rd8 Kg2 Kf8 Qc2 b6 Qh7 f6 Ng1 Re8 Rxe8+ Qxe8 Nh3 Ne7 Nf4 Kf7 Qc2 a5 h5 Qb5 a4 Qc4 b3 Qc6 Qd3 Qd7 Qe2 Qf5 Kf3 Qb1 Qe6+ Ke8 Kg2 Qxb3 Qg4 Qxc3 Qxg7 Qxd4 Qxh6 Qe4+ Kh2 Kf7 Ng6 Nxg6 Qh7+ Ke6 hxg6 Qc2 Kg2 Qe4+ Kh2 Qe2 Qf7+ Kf5 Kg2 Qe4+ Kg1 Kg5 g7 Qb1+ Kh2 Qh7+ Kg1 Qb1+ Kh2 Qh7+ Kg1 Qb1+ Kg2 Qe4+ Kh2 Qh7+ Kg1 Qb1+ Kh2 Qh7+ Kg1 Qb1+
25,White,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 Re1 Nd6 Nxe5 Nxe5 Rxe5+ Be7 Bf1 O-O d4 Ne8 c4 Bf6 Re1 d5 cxd5 Qxd5 Be3 Qa5 Nc3 Be6 Ne4 Bd5 Nc5 Rd8 Qg4 Qb6 b3 Be7 Bf4 Nf6 Qh3 Rfe8 Be5 g6 Rac1 Bf8 Re3 Bg7 Qh4 Nh5 Nd7 Qe6 Bxg7 Qxd7 Be5 c6 g4 Ng7 Rh3 h5 gxh5 Nxh5 Qg5 f6 Qxg6+ Qg7 Qxg7+ Kxg7 Rxh5 fxe5 dxe5 Kg6 Be2 Rh8 Rxh8 Rxh8 Bg4 Kg5 h3 Re8 Re1 Kf4 e6 Re7 Kf1 b6 Re3 a5 Ke2 Kg5 Kd3 Kf6 Kd4 Re8 h4 Rg8 f3 Rd8 Kc3 Ke7 h5 b5 Re5 b4+ Kc2 Rh8 Rg5 a4 bxa4 Rh7 Kb1 Kd6 a5 c5 Rg8 Bc6 Rd8+ Ke5 Rc8 Kd6 Rd8+ Ke5 Rc8 Kd6 Rb8 Ra7 a6 c4 Rxb4 Rxa6 Rxc4 Ra7 Rc2 Ba4 Rc8 Rb7+ Kc1 Rh7 Kd2 Ra7 Ke3 Ke5 Rf8 Rb7 Rf7 Rb8 h6 Rh8 h7 Be8 f4+ Kd6 Rg7 Ba4 Bf5 Bb5 Rg8 Rxh7 Bxh7 Kxe6 Kd4 Bd7 Kc5 Ba4 Rg6+ Kf7 Ra6 Bd1 Bd3 Ke7 a4 Kf8 a5 Bf3 Rh6 Kg7 Rg6+ Kf8 Bc4 Be4 Rb6 Ba8 Rb8+ Kg7 Rxa8 Kf6 a6 Kf5 Rf8+ Ke4 a7 Kf3 a8=Q+ Kf2 Qe4 Kg3 Rg8+ Kf2 Rg2#
29,Draw,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6 Nxc6 bxc6 e5 Qe7 Qe2 Nd5 g3 a5 Bg2 Nb6 b3 a4 Bb2 Qe6 Qe4 a3 Bd4 c5 Bc3 Ra7 O-O Bb7 Qf4 Bxg2 Kxg2 Nd5 Qf3 Be7 Nd2 O-O Rfe1 Qc6 Kg1 Nxc3 Qxc3 d5 Rad1 Qg6 Re2 c6 Kg2 Rb7 Nf3 Rb4 Rde1 c4 e6 Rb7 bxc4 Bb4 Qb3 dxc4 Qb1 Rb5 Nd4 Bxe1 Nxb5 fxe6 Nxa3 Bxf2 Rxf2 Qe4+ Kf1 Qh1+ Ke2 Qe4+ Kf1 Qh1+ Ke2 Qe4+ Kf1 Qh1+ Ke2 Qe4+ Kf1 Qh1+ Ke2 Qe4+ Kf1
30,Draw,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Be7 O-O Bf5 Re1 O-O c4 Nc6 cxd5 Qxd5 Nc3 Nxc3 bxc3 Rfe8 Bf4 Bxd3 Qxd3 Bd6 Ng5 g6 Ne4 Re6 Nxd6 cxd6 Rxe6 fxe6 Rb1 a6 a4 Ne5 Qe2 Nf7 Rb4 Rc8 Qb2 Qe4 Bd2 Qe2 h3 Rc7 Qa2 Qd1+ Kh2 Qe2 Rb2 Qc4 Qa3 e5 dxe5 dxe5 Rb6 Kg7 a5 Rd7 Be3 Nd8 Qc1 Qh4 Qb1 Qe7 Qe4 Nc6 Rxc6 bxc6 Qc4 h5 Qxa6 c5 g3 Ra7 Qb6 Rb7 Qc6 Qc7 Qe8 Ra7 Bg5 Qxa5 Qxe5+ Kh7 Be3 h4 Bxc5 Rc7 Bd4 Qxe5 Bxe5 Re7 Bf4 Re4 Bg5 hxg3+ Kxg3 Kg7 Be3 Kf6 Bd4+ Kf5 Kg2 Re2 Kf3 Re6 Be3 Re4 Bd4 Re1 Be3 Rd1 c4 Rd3 c5 Rd7 Kg2 Ra7 Kf3 Rd7 Bf4 Rd3+ Be3 Rd7 Kg3 Rh7 Bf4 Rb7 Kf3 Rb4 Bd2 Rb7 Be3 Rh7 Bf4 Rb7 Bd6 Rb3+ Ke2 Ke4 c6 Rb2+ Ke1 Rb1+ Ke2 Rb2+ Ke1 Rb1+ Ke2 Rb2+ Ke1 Rb1+ Ke2 Rb2+ Ke1 Rb1+ Ke2 Rb2+
