game_number,winner,moves
37,Black,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 c3 Bc5 Nbd2 O-O Bc2 Nxf2 Rxf2 f6 exf6 Bxf2+ Kxf2 Qxf6 Nf1 Rae8 Be3 Ne5 Bc5 Nxf3 gxf3 Rf7 Ng3 Bg4 Kg1 Qxf3 Qxf3 Rxf3 Rf1 Rxf1+ Kxf1 Re6 b4 h5 h4 g5 hxg5 Re5 Bd4 Rxg5 Bf6 Bh3+ Kf2 Rg4 Kf3 Kf7 Bd4 Rg5 Kf4 Rg4+ Kf3 Rg5 Be3 Rg8 Nf5 Bg4+ Kf4 Bxf5 Bxf5 Rg2 a3 Ra2 Bd4 Rxa3 Kg5 Ke7 Bc5+ Kf7 Bd4 a5 bxa5 Rxa5 Kxh5 Ra3 Kg5 c5 Bxc5 Rxc3 Bd6 Rc4 Bd3 Ke6 Bf8 Ra4 Bxb5 Ra2 Kh4 Rg2 Bc5 Rb2 Bd3 Rb3 Be2 Kd7 Kg5 Kc6 Bd4 Rb1 Bh5 Rh1 Bg6 Kd6 Kg4 Rd1 Bf2 Rd2 Kf3 Ra2 Bd4 Rh2 Be8 Rh4 Bg7 Rh1 Bd4 Rd1 Be3 Ke5 Bf4+ Kd4 Ke2 Ra1 Bg5 Rh1 Kf2 Ke5 Ke2 Kf5 Be3 Ke5 Kf2 d4 Bg5 Kf5 Bd2 Rh2+ Ke1 d3 Bc6 Ke5 Bc3+ Kf4 Ba5 Rc2 Bc7+ Kf5 Bd7+ Ke4 Bb6 Rb2 Bc6+ Kf4 Bd4 Rc2 Bd5 Re2+ Kd1 Kf5 Bg7 Rc2 Ba1 Rc5 Bg2 Kf4 Bg7 Rc2 Bh6+ Ke5 Bg7+ Kf4 Ba8 Kf5 Bd5 Rc7 Bf8 Ke5 Bg8 Kd4 Be6 Rh7 Kd2 Rh2+ Kd1 Rg2 Bb4 Rg1+ Kd2 Rg2+ Kd1 Rg6 Bc8 Rb6 Bf8 Rg6 Bb4 Rc6 Bh3 Rh6 Bc8 Rb6 Bf8 Rg6 Bb4 Rb6 Bf8 Rg6 Bb4 Rc6 Bf5 Rb6 Bf8 Rb7 Bc8 Rc7 Be6 Rb7 Kd2 Rb2+ Kd1 Rg2 Bb4 d2 Bh3 Rg3 Bf5 Rg5 Bc8 Rb5 Bf8 Ke4 Bg7 Rh5 Kxd2 Rh2+ Kd1 Ke3 Bf8 Kd4 Be7 Rf2 Bb4 Rb2 Be7 Rb8 Bh3 Rb3 Bg2 Rg3 Bb7 Rb3 Ba6 Rb6 Bc8 Rb8 Bg4 Re8 Bf6+ Kc5 Bh5 Re6 Bh4 Rh6 Be7+ Kd4 Bg4 Rg6 Bd7 Rh6 Bg4 Rg6 Bf5 Rc6 Bg5 Ke5 Bd3 Kd4 Kd2 Rd6 Bh7 Ke5+ Ke3 Ra6 Bf4+ Kf6 Kd3 Ra4 Be4 Ra1 Ke3 Ra3+ Kd4 Ra1 Be5+ Kg5 Ke3 Ra3+ Bd3 Kg4 Bd4 Ra8 Be5 Re8 Ke4 Kg5 Bb5 Re7 Be2 Re8 Bc4 Re7 Bf1 Kg4 Be2+ Kg5 Bc4 Ra7 Bf4+ Kf6 Bb3 Re7+ Kd5 Rd7+ Ke4 Rb7 Be5+ Kg5 Bf4+ Kh4 Bd1 Rb2 Bd6 Rb7 Bg3+ Kxg3 Kf5 Rb8 Bc2 Rb7 Ke4 Kg4 Bd3 Re7+ Kd5 Kf4 Kd6 Re5 Ba6 Rh5 Bb7 Ke3 Ke6 Kd4 Bf3 Rb5 Bg4 Re5+ Kd7 Ke4 Kc6 Rg5 Be6 Rg3 Bf7 Ke5 Kd7 Rg7 Ke8 Kd6 Kf8 Rh7 Bc4 Rh4 Bg8 Rf4+ Ke8 Rf5 Bb3 Rb5 Bg8 Rb7 Kf8 Re7 Bc4 Kd7 Bb3 Kd6 Bf7 Rc7 Bh5 Re7 Bf7 Ra7 Bb3 Ke5 Ke8 Ra3 Bc4 Ra4 Bf1 Kd6 Bd3 Ke6 Kf8 Ra8+ Kg7 Ra3 Bb1 Rg3+ Kh6 Ke5 Kh5 Kf6 Be4 Ke5 Bh7 Kf4 Kh6 Ke5 Bc2 Rc3 Bd1 Kf6 Kh5 Ke5 Be2 Kf5 Bg4+ Ke5 Kg5 Rg3 Kh5 Kd5 Bd1 Rh3+ Kg5 Rg3+ Kf5 Rg1 Bc2 Ra1 Bb1 Rxb1 Kf6 Kd6 Kf5 Rb4 Kf6 Rf4+ Kg7 Ke7 Kg6 Rf1 Kg5 Kf7 Kh5 Rg1 Kh6 Rg2 Kh5 Kg7 Kh4 Kh6 Kh3 Rg7 Kh2 Rg8 Kh3 Kh5 Kh2 Kh4 Kh1 Kg3 Kg1 Rf8 Kh1 Rf1#
48,Draw,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 c3 Bc5 Nbd2 O-O Bc2 Nxf2 Rxf2 Bxf2+ Kxf2 f6 Kg1 fxe5 Nf1 Qd7 Qe1 Bg4 Nxe5 Nxe5 Qxe5 Rae8 Qg3 d4 Bf4 Kh8 Bxc7 Be2 Qh3 Qxh3 gxh3 d3 Bb3 Bf3 Nd2 Ba8 Rf1 Rxf1+ Kxf1 Re2 Bf4 Bg2+ Kg1 Bc6 Kf1 Bg2+ Kg1 Bb7 h4 Re1+ Kf2 Re2+ Kf1 Bg2+ Kg1 Bb7 h5 Bc6 h6 gxh6 Bf7 Rg2+ Kf1 Kg7 Bh5 Kf6 h3 Kf5 Bxh6 Rg3 Bg4+ Kg6 Bf4 Rg2 Bc8 Re2 Bg4 Rg2 Bc8 Re2 Bg4 Rg2 Bd1 Kf5 Be3 Rh2 Bg4+ Kg6 Bf4 Rg2 b4 Ba8 Bc8 Re2 Bg4 Rg2 Ke1 Bb7 Kf1 Ba8 Bd7 Re2 Bg4 Rg2 Ke1 Bb7 Kf1 Ba8
50,Draw,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4 d4 b5 Bb3 d5 dxe5 Be6 c3 Bc5 Qe2 O-O Be3 Re8 Rd1 f6 Bc2 Qe7 a4 Nxe5 Bxe4 dxe4 Nxe5 fxe5 Nd2 bxa4 Rxa4 Bxe3 Qxe3 Qd7 Rda1 Rab8 b4 Rbd8 Nf1 Bc4 Qxe4 Bd3 Qe1 Bxf1 Qxf1 Qd3 Rxa6 Qxc3 b5 Rd2 Rc6 Qd4 Rxc7 Rxf2 Qxf2 Qxa1+ Qf1 Qd4+ Kh1 Rf8 Qb1 e4 Rc1 h6 b6 Rb8 b7 Qd7 Qxe4 Rxb7 h3 Rc7 Qa8+ Kh7 Qe4+ Kh8 Rxc7 Qxc7 Qg6 Qc1+ Kh2 Qe3 h4 Qe5+ g3 Qe2+ Kg1 Qe1+ Kg2 Qe2+ Kh3 Kg8 g4 Qf3+ Kh2 Qf2+ Kh3 Qf3+ Kh2 Qf2+ Kh3 Qf3+ Kh2 Qf2+ Kh3 Qf3+ Kh2 Qf2+ Kh3 Qf3+
49,Draw,e4 c5 Nf3 Nc6 Bb5 g6 Bxc6 bxc6 O-O Bg7 Re1 Qc7 c3 d6 d4 cxd4 cxd4 Nf6 Nc3 O-O h3 c5 e5 dxe5 dxe5 Rd8 Qa4 Nh5 Bg5 Bb7 e6 f6 Be3 f5 Rad1 f4 Bc1 Bxf3 gxf3 Bd4 Ne2 Qb6 Nxd4 cxd4 Qa3 Qb7 Re4 Ng7 Bxf4 Nf5 Rc1 Rdc8 Rd1 Rc2 Be5 Rd8 Qd3 Rc5 Rd2 Qc8 Kg2 Rdd5 Qe2 Qd8 b4 Rc8 Qa6 Rc1 Bg3 h5 Qxa7 d3 Qb8 Qxb8 Bxb8 g5 Bg3 Rc2 Rd1 Rxa2 h4 gxh4 Bxh4 Kg7 Bg3 Kg6 Bc7 Rc2 Be5 Rc6 b5 Rb6 f4 Rbxb5 Rc4 Rd8 Bc7 Rg8 Rxd3 Kf6+ Kf3 Kxe6 Be5 Kf7 Ke4 Nh6 Rh3 Ng4 Bd4 Rg6 Kf3 Nf6 Rc8 Rg1 Rc4 Rd5 Rh4 Ng4 Bb2 Kg6 Bd4 Nh6 Be5 Nf5 Rh2 h4 Rg2+ Rxg2 Kxg2 Kh5 Rc8 Rd3 Rh8+ Kg6 Rg8+ Kf7 Rh8 e6 Kh2 Kg6 Rg8+ Kf7 Rh8 Rf3 Kg2 Rd3 Kg1 Kg6 Rg8+ Kf7 Rc8 Nd4 Rc7+ Kg6 Rg7+ Kf5 Rg5+ Ke4 Bxd4 Rxd4 Re5+ Kxf4 Rxe6 Kg4 Re3 Rf4 Kg2 h3+ Rxh3 Rxf2+ Kxf2 Kxh3
51,Black,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Ndb5 d6 Bg5 a6 Na3 b5 Nd5 Be7 Bxf6 Bxf6 c4 b4 Nc2 a5 g3 O-O h4 g6 Bh3 Be6 h5 Bxd5 cxd5 Nb8 Ne3 Bg5 Nc4 Na6 O-O Re8 f4 exf4 Qf3 Qc7 b3 Bf6 Rae1 Bc3 Qxf4 Bxe1 Rxe1 Nc5 hxg6 hxg6 Nxd6 Red8 Nc4 Qxf4 gxf4 a4 f5 gxf5 Bxf5 axb3 axb3 Nxb3 Kf2 Ra2+ Ke3 Rc2 Nb6 Rc3+ Kf4 Nd4 e5 b3 Rg1+ Kf8 Rb1 Ne2+ Kg5 Kg7 Bg4 Nd4 Nd7 Rdc8 Nb6 Rb8 Nd7 Rb4 Nf6 Re3 Nh5+ Kf8 Kf6 Nb5 Ra1 Nc7 d6 Ne8+ Kf5 b2 Rb1 Ng7+ Nxg7 Kxg7 Bd1 Re1 Bc2 Rxb1 Bxb1 Rd4 Bc2 Kf8 Kg5 Rd2 Bh7 Rd1 d7 Ke7 d8=Q+ Rxd8 Bc2 Ke6 Kf4 Rd4+ Kf3 Kxe5 Ke2 Kf4 Bb1 Rc4 Kd2 Rc1 Ba2 b1=Q Bxb1 Rxb1 Kd3 Rb4 Kc3 Ra4 Kb3 Rd4 Kc3 Ke3 Kc2 f6 Kc3 Re4 Kc2 Ke2 Kc3 Rh4 Kc2 Rh3 Kc1 Kd3 Kb2 Kd2 Kb1 Rb3+ Ka1 Kc2 Ka2 Rg3 Ka1 Ra3#
52,Draw,e4 c5 Nf3 Nc6 Bb5 g6 O-O Bg7 Bxc6 dxc6 d3 Nf6 a4 a5 Be3 b6 Qc1 h6 Rd1 Ng4 Bd2 Ne5 Nxe5 Bxe5 Bc3 Qc7 Bxe5 Qxe5 f4 Qf6 Na3 Be6 b3 O-O-O Rb1 Kb7 Qd2 h5 Re1 Rhg8 Qf2 Qd4 h4 Ka6 Re3 Qb4 Ra1 Qd4 Rf1 Qb2 Nc4 Bxc4 bxc4 e6 Ree1 Qd4 g3 Rb8 Ra1 f6 Kg2 Qc3 Rab1 Rb7 Rfe1 g5 Rb3 Qd4 Qxd4 cxd4 hxg5 fxg5 f5 exf5 exf5 Rf8 g4 hxg4 Re6 Rxf5 Rxc6 Rf3 c5 Re3 Rb2 Re1 Rbxb6+ Rxb6 Rxb6+ Ka7 Rb2 Re3 Rb5 Re2+ Kg3 Rxc2 Kxg4 Rc3 Kf5 Rxd3 Ke5 Rh3 c6 Rh6 Kd5 d3 c7 d2 c8=N+ Ka6 Rb1 g4 Rd1 Rh2 Rb1 Rh6 Rd1 Rh2 Rb1 Rh6 Rd1 Rh2 Rb1 Rh6 Rd1 Rh2 Rb1 Rh6
47,Black,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 Be7 Bd3 d5 O-O Nc6 Nc3 Bf5 Re1 Nxc3 bxc3 Bxd3 Qxd3 O-O Rb1 Na5 Bf4 Bd6 Ng5 g6 Qh3 h5 Qg3 Bxf4 Qxf4 Qd6 Qxd6 cxd6 Re7 Rae8 Rbe1 Rc8 R1e3 f6 Ne6 Rf7 Nf4 Rxe7 Rxe7 Rxc3 h4 Rxc2 Nxg6 Nc6 Rxb7 Nxd4 Ne7+ Kf8 Nxd5 Rxa2 Nxf6 Ne2+ Kh2 Nf4 Kg3 Ne2+ Kf3 Nd4+ Kg3 Nf5+ Kh3 Rxf2 Nxh5 d5 Rxa7 Ne3 Ra8+ Ke7 Kg3 Rxg2+ Kf3 d4 Ra7+ Kd6 Ra4 Rg4 Nf4 Ke5 Ra5+ Kd6 h5 Rh4 h6 Ng4 Kg3 Rxh6 Kxg4 Rh2 Rd5+ Kc6 Rxd4 Rh8 Rd1 Re8 Kf5 Rb8 Nd5 Rb2 Ne3 Rb8 Rc1+ Kd6 Rd1+ Kc5 Nd5 Kc4 Ke6 Rh8 Nc7 Kb3 Rf1 Rh6+ Ke5 Rh7 Ne6 Rh5+ Ke4 Kb2 Rf8 Rh4+ Kd3 Rh3+ Kc4 Kc2 Nf4 Rf3 Kd4 Kd2 Ke5 Ra3 Ke4 Re3+ Kd4 Rf3 Rf5 Rf1 Rf8 Rf2 Ke4 Rh2 Rf7 Rh8 Kd4 Kc2 Ke3 Ra8 Nd5 Rd8 Nc7 Rh8 Ke4 Kc3 Nd5+ Kc4 Rc7+ Kb3 Kd3 Ka2 Nf4 Kb3 Rb7+ Ka4 Ne6 Rc8 Nf4 Ka3 Re7 Kb4 Kd4 Rh8 Rb7+ Ka4 Ng6 Rh3 Nf4 Rh4 Rf7 Kb3 Kc5 Kc2 Ng2 Rh2 Ne3+ Kd3 Rb7 Rh5+ Nd5 Rh1 Nf4+ Kc2 Rb2+ Kxb2 Kd6 Kb3 Nd5 Kc4 Nf4 Rd1+ Ke5 Re1+ Kf6 Re4 Kf5 Re8 Nh5 Kd4 Ng7 Re5+ Kg6 Re1 Kf5 Kd5 Kf6 Re4 Nf5 Re6+ Kg5 Rb6 Ne3+ Ke4 Ng4 Rb3 Nh6 Ke5 Ng4+ Kd4 Kf6 Kd5 Nh6 Ke4 Ke7 Ke5 Ng4+ Kf5 Nf6 Ke5 Nd7+ Kd5 Nf6+ Kc5 Ke6 Rb6+ Ke5 Rb1 Nd7+ Kc4 Kd6 Kd4 Kc6 Ra1 Nb6 Rh1 Na4 Ke5 Nb6 Rc1+ Kd7 Ra1 Nc4+ Kd4 Nd6 Ra7+ Ke6 Ra8 Nf5+ Kc5 Kf6 Kd5 Nh6 Ra4 Nf7 Ra6+ Ke7 Ra7+ Kf6 Ra6+ Kg5 Ke4 Nh8 Ra5+ Kg6 Ra6+ Kg5 Ra5+ Kg6 Ra6+ Kg7 Ra7+ Nf7 Kd4 Kf6 Ra6+ Kg5 Ra1 Nh6 Rg1+ Kh4 Rh1+ Kg4 Rxh6 Kf4 Ra6 Kf5 Kd5 Kf4 Ra5 Kf5 Kd6+ Ke4 Rd5 Kf4 Re5 Kg4 Ke7 Kf4 Kf6 Kg4 Re4+ Kf3 Kf5 Kg3 Re8 Kf3 Kg5 Kg3 Rf8 Kh3 Kf4 Kg2 Kg4 Kh1 Kh3 Kg1 Rf4 Kh1 Rf1#
53,Draw,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5 Bd3 Bb4+ c3 Bd6 O-O O-O c4 c6 Re1 Bf5 Qb3 Na6 Nc3 dxc4 Qxc4 Bxh2+ Kxh2 Nd6 Qb3 Bxd3 Bg5 Qc7 Bf4 Qd8 Rad1 Bc4 Qa4 Bd5 Nxd5 cxd5 Kg1 Nc7 Qb4 Nce8 Qb3 Nf6 Be5 Nde4 Nh2 b6 Nf1 Re8 Ne3 h5 f3 Nd6 Qb4 Nc4 Bxf6 gxf6 Nxc4 Rxe1+ Qxe1 dxc4 Qg3+ Kf8 d5 Qe7 Qf4 Qe2 Rd4 Qe1+ Kh2 Qe5 Qxe5 fxe5 Rxc4 Rd8 Rc7 a5 Rc6 Rxd5 Rxb6 a4 Rb4 Rd2 Rxa4 Rxb2 a3 Kg7 Re4 f6 f4 exf4 Rxf4 Ra2 a4 Kg6 Rb4 Ra3 g3 Ra2+ Kh3 Kg5 Rb5+ Kg6 Ra5 Ra3 Ra7 Kg5 a5 h4 Rg7+ Kh6 Rg4 hxg3 Rxg3 Rxa5 Rg8 Rh5+ Kg4 Rg5+ Rxg5 fxg5 Kg3 Kg6 Kg2 Kf5 Kf3 g4+ Kg2 Kf4 Kf2 Ke5 Kg1 Kf6 Kf2 Ke5 Kg3 Kf5 Kg2 Kf4 Kf2 Kg5 Kg2 Kf4 Kf2 Ke4 Kg2 Kf4 Kf2 Ke4 Kg3 Kf5 Kg2 Kf4
56,Draw,d4 d5 c4 e6 Nc3 Bb4 Nf3 dxc4 e4 b5 a4 c6 Be2 Ne7 O-O a6 Qc2 Bb7 b3 cxb3 Qxb3 Ba5 e5 O-O Ba3 Bxc3 Qxc3 a5 axb5 cxb5 Bxb5 Nd5 Qc5 Nb4 Bxb4 axb4 Qxb4 Nc6 Rxa8 Bxa8 Bxc6 Bxc6 Ne1 Qg5 Qc3 Rc8 Nf3 Qd8 Rc1 Bb7 Qe3 Rxc1+ Qxc1 h6 Qf4 Bxf3 gxf3 Qc7 Qh4 Qc1+ Kg2 Qc7 Kg3 Qb6 Qe4 Qa5 f4 Qd2 h3 g6 Qe3 Qd1 f5 gxf5 Qxh6 Qg1+ Kf3 Qd1+ Kg3 Qxd4 Qf4 Qd8 Qh6 Qd3+ Qe3 Qxe3+ fxe3 Kg7 Kf4 Kh6 Kg3 Kg5 Kf3 Kh5 Kg2 Kh4 Kh2 Kg5 Kg3 Kh5 h4 Kg6 Kg2 f6 exf6 Kxf6 Kg3 Kg7 Kf4 Kf6 Kf3 e5 Kf2 Kg6 Kg2 Kh6 Kf3 Kh7 Kf2 Kg7 Kg2 Kh7 Kh2 Kg7 Kg3 Kf6 Kg2 Kg6 Kf2 Kh5 Kg3 Kh6 Kh3 Kg6 Kg2 Kh5 Kg3 Kh6 Kf3 Kg6 Kg2 Kf7 Kg3 Kg7 Kf2 Kg6 Kf3 Kh5 Kg3 Kh6 Kg2 Kh7 Kg1 Kg6 Kg2 Kh5 Kg3 Kg6 Kf3 Kg7 Kg2 Kf7 Kf1 Kg6 Kg2
55,Draw,d4 Nf6 c4 e6 Nf3 d5 Nc3 c5 cxd5 cxd4 Qxd4 exd5 e4 Nc6 Bb5 dxe4 Qxd8+ Kxd8 Ng5 Ke8 O-O Bf5 Re1 Bb4 Bd2 Kf8 a3 Be7 Ncxe4 Rd8 Rad1 Nxe4 Nxe4 f6 f3 Bxe4 Rxe4 f5 Ree1 Kf7 Bc3 Rhe8 Bc4+ Kg6 Bd3 Bc5+ Kf1 Rxe1+ Bxe1 Kf6 b4 Bb6 f4 h6 b5 Ne7 Bc3+ Kg6 g4 Kf7 gxf5 Nxf5 Bc4+ Ke8 Rxd8+ Bxd8 Bd3 Ne3+ Ke2 Nd5 Be5 Bf6 Kf3 Bxe5 fxe5 Ke7 Ke4 Nc7 a4 Ne6 Bc2 Nc7 Bb3 Ne6 Bc2 Kd7 Bd1 Ke7 Kd5 g6 Bc2 h5 Bd1 g5 Ke4 Ng7 Kd4 g4 Ke4 Ne6 Kf5 a6 bxa6 bxa6 Kg6 Nf4+ Kf5 Ne6 Kg6 Nf4+ Kf5 Ne6 Kg6 h4 Bxg4 Nc5 a5 Nb3 Bc8 Nxa5 Kf5 Nc6 Bxa6 Nd4+ Ke4 Ne6 Bc4 Nf8 Kf3 Ng6 Ke4 Nf8 Bd3 Ne6 Ke3 Nc5 Bc4 Nd7 Ke4 Nf8 Kf5 Nd7 Bb5 Nc5 Bc4 Nd7 Ke4 Nf8 Be2 Ne6 Bc4 Nf8
54,Draw,d4 Nf6 c4 e6 Nf3 d5 Nc3 c5 cxd5 Nxd5 e4 Nxc3 bxc3 cxd4 cxd4 Bb4+ Bd2 Bxd2+ Qxd2 O-O Bc4 Nd7 O-O b6 d5 Nf6 Qf4 exd5 Rad1 Re8 e5 Qc7 Bb5 Bd7 Rc1 Qb8 Bd3 Ne4 Rfd1 Qb7 Bxe4 dxe4 Ng5 Be6 Nxe4 Qe7 Nd6 Rf8 Rc6 f6 Re1 Rad8 h4 Qd7 Rec1 Qe7 h5 fxe5 Qxe5 Qf6 Qxf6 Rxf6 Ne4 Rh6 f3 Bxa2 Rxh6 gxh6 Ra1 Bb3 Rxa7 Rf8 Kf2 b5 Ra6 Bc2 Nf6+ Kg7 Nd7 Rf5 g4 Rf7 Ne5 Rb7 Rc6 Bb3 Nd3 Bc4 Nb4 Rf7 Rd6 Rf6 Rd7+ Rf7 Rd6 Rf6 Rd7+ Rf7 Rd6 Rf6 Rd2 Kf7 Rd7+ Ke6 Rxh7 Kd6 Kg3 Kc5 Nc2 Rc6 Rb7 Bd3 Ne1 Bc4 Rb8 b4 Nc2 b3 Na1 Rb6 Rxb6 Kxb6 Nxb3 Bxb3 Kf4 Kc6 Kf5 Bd1 g5 Kd7 gxh6 Ke7 h7 Bc2+ Ke5 Bxh7 h6 Kf7 Kd4 Kg6 Ke5 Kxh6 Kf6 Bc2 f4 Bb3 f5 Bg8 Ke7 Kg5 f6 Kg6 Kf8 Bd5 Ke7 Bb3 f7 Bxf7
57,Draw,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd2 b6 Bd3 d5 cxd5 exd5 Nf3 c5 O-O c4 Bc2 Bg4 Qb1 Bxf3 gxf3 Nc6 Kh1 b5 Rg1 Rb8 a3 Ba5 Rg2 g6 f4 b4 axb4 Nxb4 Ne2 Qb6 Bxb4 Qxb4 Qd1 Qd2 Qxd2 Bxd2 Ra2 Rb5 Rg1 Rfb8 Rb1 Ne4 Bxe4 dxe4 Rd1 Ra5 Rxa5 Bxa5 Ra1 Bd2 Ra2 Kf8 Nc3 Bxc3 bxc3 Rb3 Rxa7 Rxc3 Kg2 Ke8 f5 Rc1 fxg6 hxg6 Kg3 Rc2 Rc7 c3 Kf4 Kd8 Rc5 Rxf2+ Kxe4 c2 h4 Rd2 Rc4 Kd7 Kf3 Rh2 Kg3 Re2 Kf3 Rd2 Kg3 Re2 Kf3 Rd2 Kf4 f6 Rc5 Kd6 Rc4 g5+ hxg5 fxg5+ Kxg5 Kd5 Rc3 Rf2 Rc5+ Ke4 Rc3 Kd5 Kg6 Ke4 Kg7 Kd5 Kg6 Ke4 Kg7 Kd5 Kg6 Ke4 Kg5 Rg2+ Kf6 Re2 Kg6 Rf2 Kg5 Kd5 Kg6 Re2 Rc5+ Ke4 Rc3 Rf2
58,Draw,d4 d5 c4 e6 Nc3 Nf6 Bg5 dxc4 e3 c5 Bxf6 Qxf6 d5 g6 Qa4+ Bd7 Qxc4 Na6 dxe6 Qxe6 O-O-O Bg7 Nf3 O-O Qh4 Qg4 Qxg4 Bxg4 Bxa6 bxa6 Rd5 Rac8 Rhd1 Bf5 Nd2 a5 Nde4 Rb8 Nxc5 Bxc3 bxc3 Rb1+ Kd2 Rb2+ Ke1 Rxa2 e4 Be6 Nxe6 fxe6 R5d2 Ra3 Rc1 Rc8 Rd6 Kf7 Rd7+ Kf6 Kd2 h6 Rc2 a6 Rd6 g5 Rxa6 Ke5 Rb6 a4 Ra6 Rc5 f3 h5 g3 h4 Kd3 Rc8 Ra5+ Kf6 gxh4 gxh4 Rh5 Rd8+ Ke3 Rc8 Kd3 Rd8+ Ke3 Rc8 Kd3 Rd8+ Ke3 Rc8 Kd3 Rd8+ Ke3 Rc8 Kd4 Rd8+ Ke3
59,Draw,d4 Nf6 c4 e6 Nf3 d5 Nc3 Bb4 Bg5 O-O e3 h6 Bh4 c5 cxd5 exd5 dxc5 Nbd7 Rc1 Nxc5 Qd4 Bxc3+ Qxc3 Nce4 Bxf6 Nxf6 Be2 Bg4 Qb4 a5 Qd4 Qd6 O-O Rfc8 h3 Bf5 Qa4 b6 Nd4 Bd7 Bb5 Rc5 Bxd7 Qxd7 Qxd7 Nxd7 Rfd1 Rac8 Rxc5 Rxc5 g4 g6 Kg2 Ne5 b3 Nd7 Rd2 Nf8 Ne2 Ne6 f4 Kf8 Kf3 Ke7 a3 Kd6 h4 Rb5 Nc3 Rxb3 Nxd5 Rxa3 Nxb6+ Kc5 Nd7+ Kb4 Ne5 Ra1 Rb2+ Kc3 Rb8 a4 Rc8+ Kb4 Nd3+ Kb5 f5 gxf5 gxf5 Ng7 Rb8+ Kc4 Ke4 Nh5 Rc8+ Kb5 Ke5 Rd1 Nb2 Rd2 Rb8+ Kc6 Nxa4 Rd5+ Ke4 Ra5 Rc8+ Kd6 Nb6 Nf6+ Kf4 Nh5+ Ke4 Nf6+ Kf4 Nh5+ Kg4 Nf6+ Kf4 Nh5+ Ke4 Nf6+ Kf4 Nh5+ Kg4 Nf6+ Kf4
61,Draw,d4 Nf6 c4 e6 Nf3 d5 cxd5 exd5 Nc3 Bb4 Bg5 h6 Bxf6 Qxf6 Qb3 Qb6 a3 Ba5 Qa4+ Bd7 Qc2 Bf5 Qa4+ Bd7 Qc2 Bf5 Qa4+ Bd7 Qc2 Bf5 Qa4+ Bd7 Qc2 Bf5 Qa4+ Bd7
62,Draw,d4 Nf6 c4 e6 Nc3 d5 Bg5 Be7 e3 h6 Bh4 O-O Nf3 Nbd7 Qc2 c5 Rd1 Qa5 cxd5 Nxd5 Bxe7 Nxe7 Be2 cxd4 Rxd4 e5 Rd2 Nf6 O-O Be6 Rfd1 Rac8 Qb1 a6 h3 Qc7 g4 Kh8 Bd3 Rfd8 Ne4 b5 Ng3 Bd5 Be2 Ng6 g5 Bxf3 Rxd8+ Rxd8 gxf6 Bxe2 fxg7+ Kxg7 Nxe2 Rxd1+ Qxd1 Qc8 Ng3 Qxh3 Nh5+ Kh7 Nf6+ Kh8 Qd8+ Kg7 Ne8+ Kg8 Nf6+ Kg7 Ne8+ Kf8 Nd6+ Kg7 Ne8+ Kg8 Nf6+ Kg7 Ne8+ Kg8 Nf6+ Kg7 Ne8+
63,Draw,d4 Nf6 c4 e6 Nc3 Bb4 g3 d5 Bg2 O-O Nf3 dxc4 a3 Bxc3+ bxc3 c5 O-O cxd4 Qxd4 Qxd4 Nxd4 a6 a4 Nd5 Bxd5 exd5 f3 Nc6 Be3 Bd7 Kf2 Nxd4 Bxd4 b5 axb5 axb5 Rfd1 h5 Bc5 Rxa1 Rxa1 Rc8 Bb4 f6 h4 Bh3 Ra5 d4 Rxb5 d3 exd3 cxd3 Rd5 Be6 Rxd3 Kf7 Rd6 Bc4 Ke3 g5 hxg5 fxg5 Rh6 Re8+ Kd4 Be2 Rxh5 Kg6 Rh2 Bxf3 c4 Re4+ Kd3 Re6 Rf2 Bc6 Kd4 Re4+ Kc5 Bb7 Kb5 Re6 Rd2 Ba6+ Kc5 Kf5 Rd4 Re4 Bd2 Rxd4 Kxd4 Bc8 Bxg5 Kxg5 g4 Bb7 Ke5 Bf3 Kd4 Bg2 Ke5 Bf1 c5 Bb5 Kd4 Bc6 Ke5 Bb5 Kd6 Kf6 g5+ Kg6 Ke7 Kxg5 Kd6 Kf4 Kd5 Ke3 Kd6 Kd4 c6 Bxc6
